customer_id,customer_name,email,city,state,age,gender,membership,last_purchase,total_spent
5085,Customer_5085,customer5085@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5086,Customer_5086,customer5086@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5087,Customer_5087,customer5087@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5088,Customer_5088,customer5088@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5089,Customer_5089,customer5089@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5090,Customer_5090,customer5090@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5091,Customer_5091,customer5091@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5092,Customer_5092,customer5092@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5093,Customer_5093,customer5093@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5094,Customer_5094,customer5094@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5095,Customer_5095,customer5095@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5096,Customer_5096,customer5096@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5097,Customer_5097,customer5097@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5098,Customer_5098,customer5098@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5099,Customer_5099,customer5099@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
5100,Customer_5100,customer5100@mail.com,Pune,MH,28,Male,Silver,2026-07-26,1500.0
