customer_id,customer_name,email,city,state,age,gender,membership,last_purchase,total_spent
61,Customer_61,customer61@mail.com,Pune,MH,,Male,Platinum,2026-04-08,8841.82
62,Customer_62,customer62@mail.com,Bengaluru,KA,,Female,Gold,2026-01-16,2518.16
63,Customer_63,customer63@mail.com,Pune,MH,24,Male,Gold,2025-02-19,328.64
64,Customer_64,customer64@mail.com,Mumbai,MH,,Female,Silver,2025-02-28,9611.1
65,Customer_65,customer65@mail.com,Chennai,TN,,Female,Platinum,2025-08-03,4213.63
66,Customer_66,customer66@mail.com,Bengaluru,KA,42,Male,Silver,2025-06-01,5241.2
67,Customer_67,customer67@mail.com,Chennai,TN,20,Male,Gold,2025-12-23,9885.65
68,Customer_68,customer68@mail.com,Delhi,DL,,Male,Silver,2025-09-03,8286.59
69,Customer_69,customer69@mail.com,Pune,MH,40,Female,Silver,2026-04-04,3433.92
70,Customer_70,customer70@mail.com,Pune,MH,49,Male,Silver,2025-08-05,2301.56
71,Customer_71,customer71@mail.com,Delhi,DL,22,Female,Gold,2026-03-10,5882.58
72,Customer_72,customer72@mail.com,Delhi,DL,52,Female,Gold,2025-11-27,592.16
73,Customer_73,customer73@mail.com,Pune,MH,,Female,Silver,2025-08-13,1660.32
74,Customer_74,customer74@mail.com,Chennai,TN,46,Male,Silver,2025-11-06,2460.29
75,Customer_75,customer75@mail.com,Bengaluru,KA,45,Male,Silver,2025-04-26,3117.65
76,Customer_76,customer76@mail.com,Pune,MH,,Female,Silver,2025-01-15,2443.7
77,Customer_77,customer77@mail.com,Hyderabad,TS,,Female,Silver,2025-08-19,5817.59
78,Customer_78,customer78@mail.com,Chennai,TN,45,Male,Silver,2025-04-07,782.24
79,Customer_79,customer79@mail.com,Delhi,DL,54,Male,Gold,2025-07-25,4252.4
80,Customer_80,customer80@mail.com,Mumbai,MH,32,Male,Platinum,2026-01-02,7704.68
81,Customer_81,customer81@mail.com,Bengaluru,KA,,Female,Gold,2026-01-03,8131.83
82,Customer_82,customer82@mail.com,Bengaluru,KA,53,Male,Gold,2025-10-03,9512.26
83,Customer_83,customer83@mail.com,Delhi,DL,28,Male,Platinum,2025-05-28,5730.4
84,Customer_84,customer84@mail.com,Bengaluru,KA,,Female,Gold,2025-08-18,8728.87
85,Customer_85,customer85@mail.com,Hyderabad,TS,,Female,Gold,2025-06-23,5834.58
86,Customer_86,customer86@mail.com,Chennai,TN,57,Female,Silver,2025-11-17,4755.06
87,Customer_87,customer87@mail.com,Delhi,DL,57,Male,Silver,2026-05-04,5279.99
88,Customer_88,customer88@mail.com,Delhi,DL,49,Female,Platinum,2026-05-03,8310.36
89,Customer_89,customer89@mail.com,Delhi,DL,,Male,Gold,2026-01-22,4220.19
90,Customer_90,customer90@mail.com,Delhi,DL,28,Male,Silver,2025-08-22,3286.46
91,Customer_91,customer91@mail.com,Pune,MH,,Male,Platinum,2026-05-06,6728.2
92,Customer_92,customer92@mail.com,Chennai,TN,21,Female,Platinum,2025-08-01,9502.0
93,Customer_93,customer93@mail.com,Chennai,TN,,Male,Silver,2025-07-02,3759.13
94,Customer_94,customer94@mail.com,Delhi,DL,,Female,Platinum,2025-10-30,3028.98
95,Customer_95,customer95@mail.com,Bengaluru,KA,,Male,Gold,2025-09-20,4730.18
96,Customer_96,customer96@mail.com,Mumbai,MH,,Female,Platinum,2026-04-28,4529.33
97,Customer_97,customer97@mail.com,Bengaluru,KA,,Male,Silver,2025-09-21,4480.61
98,Customer_98,customer98@mail.com,Chennai,TN,30,Male,Gold,2025-04-14,3399.19
99,Customer_99,customer99@mail.com,Delhi,DL,26,Male,Platinum,2025-04-01,1423.35
100,Customer_100,customer100@mail.com,Pune,MH,28,Male,Gold,2025-06-18,6495.04
101,Customer_101,customer101@mail.com,Hyderabad,TS,,Male,Platinum,2025-03-02,7226.49
102,Customer_102,customer102@mail.com,Hyderabad,TS,41,Female,Platinum,2025-05-21,5443.83
103,Customer_103,customer103@mail.com,Delhi,DL,,Female,Platinum,2025-05-26,127.63
104,Customer_104,customer104@mail.com,Hyderabad,TS,28,Male,Gold,2026-04-15,4152.7
105,Customer_105,customer105@mail.com,Hyderabad,TS,,Male,Gold,2025-08-27,2057.06
106,Customer_106,customer106@mail.com,Delhi,DL,,Female,Platinum,2025-02-21,3177.68
107,Customer_107,customer107@mail.com,Delhi,DL,46,Female,Silver,2025-08-27,981.73
108,Customer_108,customer108@mail.com,Pune,MH,23,Female,Platinum,2026-03-23,578.79
109,Customer_109,customer109@mail.com,Pune,MH,,Female,Gold,2026-01-29,8559.11
110,Customer_110,customer110@mail.com,Delhi,DL,58,Female,Gold,2025-08-12,2155.08
111,Customer_111,customer111@mail.com,Mumbai,MH,,Female,Platinum,2026-02-14,770.4
112,Customer_112,customer112@mail.com,Mumbai,MH,,Male,Platinum,2025-08-27,4341.67
113,Customer_113,customer113@mail.com,Delhi,DL,,Female,Silver,2025-07-31,2577.89
114,Customer_114,customer114@mail.com,Pune,MH,28,Female,Gold,2025-12-27,598.32
115,Customer_115,customer115@mail.com,Hyderabad,TS,18,Male,Gold,2025-11-20,3649.86
116,Customer_116,customer116@mail.com,Pune,MH,,Male,Gold,2025-07-08,3618.15
117,Customer_117,customer117@mail.com,Bengaluru,KA,,Male,Platinum,2025-03-23,1859.47
118,Customer_118,customer118@mail.com,Delhi,DL,19,Female,Silver,2025-05-11,4581.35
119,Customer_119,customer119@mail.com,Chennai,TN,62,Male,Gold,2026-03-25,6253.1
120,Customer_120,customer120@mail.com,Pune,MH,,Male,Silver,2025-06-30,1955.78
121,Customer_121,customer121@mail.com,Chennai,TN,,Male,Platinum,2025-07-29,5123.47
122,Customer_122,customer122@mail.com,Hyderabad,TS,,Male,Silver,2025-02-05,3669.27
123,Customer_123,customer123@mail.com,Hyderabad,TS,,Female,Silver,2026-05-03,7182.5
124,Customer_124,customer124@mail.com,Pune,MH,41,Male,Gold,2026-05-13,6795.67
125,Customer_125,customer125@mail.com,Pune,MH,,Male,Gold,2025-11-14,120.95
126,Customer_126,customer126@mail.com,Bengaluru,KA,58,Female,Silver,2025-10-14,2643.11
127,Customer_127,customer127@mail.com,Chennai,TN,,Male,Gold,2025-08-07,7879.26
128,Customer_128,customer128@mail.com,Mumbai,MH,,Female,Silver,2025-10-05,9576.16
129,Customer_129,customer129@mail.com,Delhi,DL,,Male,Gold,2025-05-24,6277.45
130,Customer_130,customer130@mail.com,Hyderabad,TS,44,Female,Platinum,2025-07-03,4775.62
131,Customer_131,customer131@mail.com,Hyderabad,TS,,Female,Silver,2025-12-19,8401.88
132,Customer_132,customer132@mail.com,Chennai,TN,40,Female,Silver,2025-12-05,560.66
133,Customer_133,customer133@mail.com,Chennai,TN,44,Female,Silver,2025-08-04,1450.76
134,Customer_134,customer134@mail.com,Chennai,TN,36,Female,Gold,2025-09-15,994.54
135,Customer_135,customer135@mail.com,Bengaluru,KA,,Male,Silver,2025-06-19,1805.86
136,Customer_136,customer136@mail.com,Chennai,TN,41,Female,Gold,2025-06-25,5804.46
137,Customer_137,customer137@mail.com,Hyderabad,TS,19,Male,Platinum,2025-05-07,9146.2
138,Customer_138,customer138@mail.com,Chennai,TN,59,Female,Platinum,2025-12-22,7268.75
139,Customer_139,customer139@mail.com,Pune,MH,,Female,Platinum,2026-01-20,1007.79
140,Customer_140,customer140@mail.com,Mumbai,MH,,Male,Gold,2025-09-29,4276.7
141,Customer_141,customer141@mail.com,Chennai,TN,,Female,Platinum,2025-11-11,4004.5
142,Customer_142,customer142@mail.com,Bengaluru,KA,,Female,Silver,2026-02-02,6116.92
143,Customer_143,customer143@mail.com,Delhi,DL,39,Male,Platinum,2025-03-31,3423.21
144,Customer_144,customer144@mail.com,Chennai,TN,,Female,Gold,2025-07-10,3772.32
145,Customer_145,customer145@mail.com,Mumbai,MH,34,Female,Platinum,2026-01-11,1358.94
146,Customer_146,customer146@mail.com,Pune,MH,62,Male,Silver,2026-04-27,5233.08
147,Customer_147,customer147@mail.com,Mumbai,MH,30,Male,Gold,2025-01-26,3643.24
148,Customer_148,customer148@mail.com,Pune,MH,,Male,Gold,2025-09-18,1209.24
149,Customer_149,customer149@mail.com,Mumbai,MH,,Male,Silver,2025-10-23,8995.88
150,Customer_150,customer150@mail.com,Delhi,DL,,Male,Silver,2025-06-05,3158.19
151,Customer_151,customer151@mail.com,Mumbai,MH,63,Male,Silver,2026-01-18,2526.35
152,Customer_152,customer152@mail.com,Pune,MH,18,Male,Gold,2025-11-25,3446.5
153,Customer_153,customer153@mail.com,Delhi,DL,,Female,Platinum,2025-11-06,1392.74
154,Customer_154,customer154@mail.com,Delhi,DL,,Male,Platinum,2025-05-06,8443.79
155,Customer_155,customer155@mail.com,Pune,MH,18,Female,Silver,2026-04-20,8632.31
156,Customer_156,customer156@mail.com,Chennai,TN,,Female,Platinum,2026-01-20,8302.62
157,Customer_157,customer157@mail.com,Chennai,TN,,Female,Platinum,2025-07-27,7184.55
158,Customer_158,customer158@mail.com,Bengaluru,KA,,Female,Silver,2026-05-16,7535.7
159,Customer_159,customer159@mail.com,Hyderabad,TS,,Male,Platinum,2026-03-29,9239.34
160,Customer_160,customer160@mail.com,Pune,MH,,Female,Gold,2025-01-20,9340.2
161,Customer_161,customer161@mail.com,Hyderabad,TS,64,Female,Silver,2025-09-30,8871.56
162,Customer_162,customer162@mail.com,Delhi,DL,,Female,Gold,2025-06-11,8001.68
163,Customer_163,customer163@mail.com,Delhi,DL,,Male,Silver,2025-07-02,842.81
164,Customer_164,customer164@mail.com,Delhi,DL,29,Female,Platinum,2025-09-27,3379.69
165,Customer_165,customer165@mail.com,Hyderabad,TS,,Female,Gold,2026-04-03,7335.49
166,Customer_166,customer166@mail.com,Bengaluru,KA,56,Female,Gold,2025-01-17,4708.02
167,Customer_167,customer167@mail.com,Delhi,DL,51,Male,Gold,2025-10-21,1030.76
168,Customer_168,customer168@mail.com,Chennai,TN,,Female,Silver,2025-12-11,2671.26
169,Customer_169,customer169@mail.com,Hyderabad,TS,,Male,Platinum,2025-04-18,4791.1
170,Customer_170,customer170@mail.com,Chennai,TN,,Male,Platinum,2026-03-08,7480.03
171,Customer_171,customer171@mail.com,Pune,MH,62,Female,Platinum,2025-12-07,9148.13
172,Customer_172,customer172@mail.com,Hyderabad,TS,29,Male,Gold,2025-01-17,656.36
173,Customer_173,customer173@mail.com,Hyderabad,TS,65,Male,Platinum,2025-09-28,4128.97
174,Customer_174,customer174@mail.com,Delhi,DL,49,Male,Silver,2025-09-29,3388.29
175,Customer_175,customer175@mail.com,Bengaluru,KA,,Female,Silver,2025-11-20,7881.95
176,Customer_176,customer176@mail.com,Chennai,TN,53,Male,Silver,2025-12-23,6041.77
177,Customer_177,customer177@mail.com,Hyderabad,TS,,Female,Gold,2026-01-05,4437.98
178,Customer_178,customer178@mail.com,Mumbai,MH,30,Female,Platinum,2026-04-16,3295.86
179,Customer_179,customer179@mail.com,Mumbai,MH,,Male,Silver,2026-02-15,9703.35
180,Customer_180,customer180@mail.com,Pune,MH,,Female,Gold,2025-06-27,1795.39
181,Customer_181,customer181@mail.com,Chennai,TN,37,Male,Platinum,2025-09-24,4171.46
182,Customer_182,customer182@mail.com,Mumbai,MH,,Female,Gold,2026-03-30,9141.59
183,Customer_183,customer183@mail.com,Bengaluru,KA,38,Female,Gold,2025-07-04,8373.54
184,Customer_184,customer184@mail.com,Bengaluru,KA,,Female,Platinum,2025-05-26,4614.91
185,Customer_185,customer185@mail.com,Chennai,TN,54,Male,Silver,2025-11-23,4521.26
186,Customer_186,customer186@mail.com,Mumbai,MH,,Male,Silver,2025-04-02,8463.54
187,Customer_187,customer187@mail.com,Delhi,DL,,Female,Platinum,2025-09-03,1055.52
188,Customer_188,customer188@mail.com,Pune,MH,55,Male,Platinum,2025-09-14,4737.24
189,Customer_189,customer189@mail.com,Mumbai,MH,,Male,Silver,2025-05-20,2083.46
190,Customer_190,customer190@mail.com,Pune,MH,44,Male,Gold,2026-01-22,7845.8
191,Customer_191,,Chennai,TN,64,Female,Silver,2025-03-16,4428.22
192,Customer_192,customer192@mail.com,Mumbai,MH,,Male,Platinum,2025-10-25,5414.15
193,Customer_193,customer193@mail.com,Delhi,DL,,Female,Gold,2025-11-06,3400.96
194,Customer_194,customer194@mail.com,Chennai,TN,,Female,Gold,2026-01-14,5790.48
195,Customer_195,customer195@mail.com,Delhi,DL,32,Male,Gold,2025-11-06,8830.91
196,Customer_196,customer196@mail.com,Chennai,TN,,Male,Platinum,2026-01-31,3506.54
197,Customer_197,customer197@mail.com,Delhi,DL,,Male,Gold,2025-03-18,7088.32
198,Customer_198,customer198@mail.com,Hyderabad,TS,38,Female,Silver,2025-07-29,3490.57
199,Customer_199,customer199@mail.com,Bengaluru,KA,60,Female,Gold,2025-09-27,1712.49
200,Customer_200,customer200@mail.com,Delhi,DL,,Male,Gold,2025-04-26,6890.7
201,Customer_201,customer201@mail.com,Bengaluru,KA,,Female,Platinum,2025-10-14,3157.81
202,Customer_202,customer202@mail.com,Delhi,DL,,Male,Platinum,2025-04-16,6752.63
203,Customer_203,customer203@mail.com,Mumbai,MH,27,Male,Gold,2025-05-17,1994.03
204,Customer_204,customer204@mail.com,Delhi,DL,,Male,Silver,2025-02-04,3951.67
205,Customer_205,,Bengaluru,KA,,Male,Platinum,2025-06-04,6265.06
206,Customer_206,customer206@mail.com,Pune,MH,26,Male,Platinum,2025-03-20,9407.95
207,Customer_207,customer207@mail.com,Pune,MH,,Male,Silver,2025-02-05,9318.38
208,Customer_208,customer208@mail.com,Pune,MH,,Male,Platinum,2025-02-11,7209.17
209,Customer_209,customer209@mail.com,Hyderabad,TS,49,Male,Silver,2025-10-28,7357.31
210,Customer_210,customer210@mail.com,Hyderabad,TS,25,Male,Silver,2025-04-13,7749.27
211,Customer_211,customer211@mail.com,Mumbai,MH,49,Male,Gold,2025-12-26,3161.73
212,Customer_212,customer212@mail.com,Mumbai,MH,,Male,Silver,2026-04-15,7675.62
213,Customer_213,customer213@mail.com,Mumbai,MH,,Female,Silver,2026-03-20,9629.33
214,Customer_214,customer214@mail.com,Mumbai,MH,,Male,Gold,2025-11-21,7817.96
215,Customer_215,customer215@mail.com,Mumbai,MH,26,Male,Platinum,2025-03-15,5178.14
216,Customer_216,,Hyderabad,TS,,Female,Platinum,2025-03-15,9923.72
217,Customer_217,customer217@mail.com,Chennai,TN,61,Male,Silver,2026-01-04,734.34
218,Customer_218,customer218@mail.com,Chennai,TN,,Male,Platinum,2025-02-15,9198.81
219,Customer_219,customer219@mail.com,Bengaluru,KA,19,Male,Gold,2025-05-29,2961.46
220,Customer_220,customer220@mail.com,Pune,MH,42,Female,Silver,2025-03-23,4424.86
221,Customer_221,customer221@mail.com,Chennai,TN,59,Male,Platinum,2025-02-26,7959.59
222,Customer_222,customer222@mail.com,Pune,MH,,Male,Silver,2025-08-24,1112.74
223,Customer_223,customer223@mail.com,Pune,MH,,Male,Silver,2026-04-05,3579.76
224,Customer_224,customer224@mail.com,Hyderabad,TS,,Female,Gold,2025-06-05,1106.66
225,Customer_225,customer225@mail.com,Mumbai,MH,53,Male,Silver,2025-03-23,1589.74
226,Customer_226,customer226@mail.com,Mumbai,MH,32,Male,Platinum,2026-02-22,8858.68
227,Customer_227,customer227@mail.com,Bengaluru,KA,,Male,Platinum,2025-08-31,1848.24
228,Customer_228,customer228@mail.com,Delhi,DL,,Male,Platinum,2026-02-27,1216.13
229,Customer_229,customer229@mail.com,Delhi,DL,21,Male,Platinum,2025-03-15,2725.08
230,Customer_230,customer230@mail.com,Hyderabad,TS,,Female,Platinum,2026-02-05,3308.73
231,Customer_231,customer231@mail.com,Chennai,TN,54,Male,Gold,2025-04-13,3372.25
232,Customer_232,customer232@mail.com,Bengaluru,KA,,Female,Platinum,2025-02-21,8731.36
233,Customer_233,customer233@mail.com,Bengaluru,KA,31,Male,Platinum,2026-05-02,3084.18
234,Customer_234,customer234@mail.com,Delhi,DL,,Male,Gold,2025-06-03,771.93
235,Customer_235,customer235@mail.com,Mumbai,MH,,Male,Silver,2025-05-10,6333.17
236,Customer_236,customer236@mail.com,Hyderabad,TS,59,Male,Platinum,2025-05-16,3966.73
237,Customer_237,customer237@mail.com,Pune,MH,51,Female,Platinum,2025-01-15,1275.3
238,Customer_238,customer238@mail.com,Hyderabad,TS,,Male,Gold,2025-08-15,7977.93
239,Customer_239,customer239@mail.com,Chennai,TN,62,Female,Gold,2025-05-28,8912.14
240,Customer_240,customer240@mail.com,Chennai,TN,28,Male,Platinum,2026-04-03,8457.88
241,Customer_241,customer241@mail.com,Mumbai,MH,,Male,Gold,2025-12-04,742.12
242,Customer_242,customer242@mail.com,Mumbai,MH,41,Female,Platinum,2025-01-03,3972.67
243,Customer_243,customer243@mail.com,Bengaluru,KA,,Female,Gold,2025-07-25,6131.46
244,Customer_244,customer244@mail.com,Chennai,TN,39,Male,Platinum,2025-03-28,9906.32
245,Customer_245,customer245@mail.com,Pune,MH,55,Female,Platinum,2025-06-29,695.92
246,Customer_246,customer246@mail.com,Mumbai,MH,36,Male,Platinum,2025-04-08,3446.6
247,Customer_247,customer247@mail.com,Chennai,TN,21,Male,Platinum,2025-03-30,7436.14
248,Customer_248,customer248@mail.com,Hyderabad,TS,,Male,Platinum,2025-09-06,9648.97
249,Customer_249,customer249@mail.com,Hyderabad,TS,,Male,Gold,2025-10-08,8403.8
250,Customer_250,customer250@mail.com,Delhi,DL,34,Male,Platinum,2025-04-03,1432.1
251,Customer_251,customer251@mail.com,Chennai,TN,,Female,Platinum,2025-12-12,2807.21
252,Customer_252,customer252@mail.com,Bengaluru,KA,,Female,Silver,2026-01-16,4239.74
253,Customer_253,customer253@mail.com,Pune,MH,,Female,Silver,2025-09-20,8607.69
254,Customer_254,customer254@mail.com,Bengaluru,KA,,Female,Silver,2025-11-19,4043.92
255,Customer_255,,Hyderabad,TS,47,Male,Platinum,2025-07-22,3087.08
256,Customer_256,customer256@mail.com,Bengaluru,KA,,Female,Platinum,2025-01-15,2260.77
257,Customer_257,customer257@mail.com,Delhi,DL,,Female,Silver,2026-04-18,3672.9
258,Customer_258,customer258@mail.com,Pune,MH,,Female,Gold,2025-07-03,1663.44
259,Customer_259,customer259@mail.com,Chennai,TN,29,Female,Gold,2025-08-02,7447.43
260,Customer_260,customer260@mail.com,Hyderabad,TS,,Male,Silver,2026-02-02,156.92
261,Customer_261,customer261@mail.com,Pune,MH,48,Female,Platinum,2026-03-22,9611.24
262,Customer_262,customer262@mail.com,Delhi,DL,55,Female,Silver,2025-11-29,3155.35
263,Customer_263,customer263@mail.com,Mumbai,MH,62,Male,Platinum,2026-03-13,8046.08
264,Customer_264,customer264@mail.com,Chennai,TN,60,Female,Silver,2026-04-24,7128.37
265,Customer_265,customer265@mail.com,Delhi,DL,,Male,Silver,2025-12-18,3860.38
266,Customer_266,,Bengaluru,KA,18,Male,Platinum,2026-04-10,6872.65
267,Customer_267,customer267@mail.com,Bengaluru,KA,,Male,Silver,2026-02-20,5778.53
268,Customer_268,customer268@mail.com,Bengaluru,KA,34,Female,Platinum,2026-03-14,4882.18
269,Customer_269,customer269@mail.com,Chennai,TN,53,Male,Platinum,2026-01-21,7260.59
270,Customer_270,customer270@mail.com,Chennai,TN,,Male,Platinum,2025-09-07,2997.98
271,Customer_271,customer271@mail.com,Mumbai,MH,,Male,Gold,2026-04-16,6180.44
272,Customer_272,customer272@mail.com,Pune,MH,,Female,Gold,2026-02-25,7350.47
273,Customer_273,customer273@mail.com,Bengaluru,KA,26,Female,Platinum,2026-04-05,7881.94
274,Customer_274,customer274@mail.com,Delhi,DL,,Female,Platinum,2025-04-05,9178.51
275,Customer_275,customer275@mail.com,Mumbai,MH,,Male,Gold,2025-01-30,252.38
276,Customer_276,customer276@mail.com,Chennai,TN,,Female,Gold,2026-04-09,8419.08
277,Customer_277,customer277@mail.com,Chennai,TN,,Female,Silver,2025-04-12,5971.34
278,Customer_278,customer278@mail.com,Pune,MH,29,Male,Gold,2026-01-08,6247.16
279,Customer_279,customer279@mail.com,Pune,MH,,Female,Platinum,2026-05-10,7620.71
280,Customer_280,customer280@mail.com,Delhi,DL,24,Female,Gold,2025-09-19,8779.51
281,Customer_281,customer281@mail.com,Bengaluru,KA,,Male,Silver,2026-02-06,9096.44
282,Customer_282,customer282@mail.com,Pune,MH,24,Female,Silver,2026-04-05,4344.2
283,Customer_283,customer283@mail.com,Bengaluru,KA,,Male,Platinum,2025-07-21,5987.8
284,Customer_284,customer284@mail.com,Hyderabad,TS,51,Male,Gold,2025-07-31,3584.44
285,Customer_285,customer285@mail.com,Pune,MH,32,Female,Silver,2026-02-06,7720.02
286,Customer_286,customer286@mail.com,Chennai,TN,,Female,Gold,2026-04-22,3535.36
287,Customer_287,customer287@mail.com,Hyderabad,TS,,Male,Platinum,2026-03-21,5841.76
288,Customer_288,customer288@mail.com,Pune,MH,,Female,Platinum,2025-07-27,2480.65
289,Customer_289,customer289@mail.com,Hyderabad,TS,41,Female,Platinum,2026-01-13,4076.72
290,Customer_290,customer290@mail.com,Delhi,DL,,Female,Gold,2025-03-08,4221.71
291,Customer_291,customer291@mail.com,Hyderabad,TS,25,Female,Platinum,2026-01-08,9181.47
292,Customer_292,customer292@mail.com,Delhi,DL,,Male,Silver,2025-02-05,8026.08
293,Customer_293,customer293@mail.com,Mumbai,MH,,Male,Silver,2025-09-07,6347.2
294,Customer_294,customer294@mail.com,Hyderabad,TS,62,Male,Silver,2025-02-11,6008.91
295,Customer_295,customer295@mail.com,Delhi,DL,,Male,Platinum,2026-01-03,3512.47
296,Customer_296,customer296@mail.com,Mumbai,MH,,Male,Silver,2026-05-09,8537.07
297,Customer_297,customer297@mail.com,Delhi,DL,,Male,Gold,2025-07-29,7301.69
298,Customer_298,customer298@mail.com,Pune,MH,33,Female,Gold,2026-05-03,8383.78
299,Customer_299,customer299@mail.com,Delhi,DL,63,Female,Platinum,2025-01-14,8333.29
300,Customer_300,customer300@mail.com,Hyderabad,TS,43,Male,Gold,2025-03-15,1711.19
301,Customer_301,customer301@mail.com,Hyderabad,TS,,Female,Silver,2025-08-19,2668.91
